id,externalId,ownerId,name,product,amount,closed,status,created_date,closed
4104,3487,445,Sparks - New Deal,Data Aggregation,482,False,Lost,2021-06-17 22:05:28,
4163,3512,592,Petersen - New Deal,Data Aggregation,447,True,Closed,2021-10-26 10:28:08,2021-11-13T19:58:31
4219,3600,397,Hester - New Deal,Payments,1103,False,Lost,2021-10-03 09:17:15,
4294,3628,445,Jones - New Deal,Payments,1698,False,Lost,2021-12-27 16:28:37,
4378,3663,409,Hernandez - New Deal,Payments,654,False,Lost,2021-08-04 08:13:11,
4451,3701,409,Velasquez - New Deal,Data Aggregation,599,True,Closed,2021-03-25 09:37:48,2021-03-31T08:53:43
4500,3758,592,Fitzgerald - New Deal,Data Aggregation,327,False,Lost,2021-11-18 03:49:13,
4530,3775,409,Jefferson - New Deal,Data Aggregation,341,False,Lost,2021-05-20 00:07:36,
4603,3865,409,Watson - New Deal,Data Aggregation,506,True,Closed,2021-11-15 23:41:08,2021-11-23T02:32:23
4693,3936,409,Bryant - New Deal,Data Aggregation,385,True,Closed,2021-09-07 10:00:07,2021-09-21T14:45:28
4790,4013,397,Fisher - New Deal,Data Aggregation,370,True,Closed,2021-05-22 15:07:41,2021-06-07T12:24:13
4886,4110,409,Moore - New Deal,Data Enrichment,609,True,Closed,2021-03-07 16:12:59,2021-04-07T14:38:53
4929,4135,592,Smith - New Deal,Data Enrichment,413,False,Lost,2021-04-05 14:39:42,
4979,4139,592,Russo - New Deal,Data Aggregation,592,False,Lost,2021-12-01 21:24:37,
5026,4217,464,Moore - New Deal,Payments,1763,True,Closed,2021-04-29 23:44:57,2021-05-14T23:04:31
5110,4273,409,Sanchez - New Deal,Data Aggregation,594,False,Lost,2021-09-07 23:40:09,
5148,4286,397,Ware - New Deal,Data Aggregation,590,False,Lost,2021-05-04 19:00:22,
5204,4359,445,Contreras - New Deal,Data Aggregation,333,True,Closed,2021-09-25 09:09:29,2021-10-04T08:31:10
5220,4438,531,Taylor - New Deal,Data Aggregation,340,True,Closed,2021-08-15 13:04:22,2021-09-09T02:42:28
5312,4493,397,Finley - New Deal,Data Aggregation,537,True,Closed,2021-08-14 20:44:17,2021-08-18T19:19:13
5324,4586,592,Owens - New Deal,Data Aggregation,692,False,Lost,2021-03-04 16:42:23,
5399,4596,397,Russell - New Deal,Data Aggregation,613,True,Closed,2021-12-01 05:19:41,2021-12-15T23:45:52
5448,4694,445,Mcclain - New Deal,Data Aggregation,669,False,Lost,2021-07-31 07:25:35,
5513,4776,592,Collier - New Deal,Data Aggregation,455,False,Lost,2021-10-04 10:45:14,
5607,4864,445,King - New Deal,Data Aggregation,496,True,Closed,2021-12-09 00:54:57,2022-01-07T19:25:20
5635,4948,445,Green - New Deal,Data Aggregation,309,False,Lost,2021-02-01 23:10:55,
5713,4970,464,Molina - New Deal,Data Aggregation,317,False,Lost,2021-03-08 19:16:29,
5734,5065,592,Brown - New Deal,Data Aggregation,436,False,Lost,2021-12-27 14:23:19,
5752,5095,464,Salinas - New Deal,Data Aggregation,327,True,Closed,2021-05-02 22:43:19,2021-05-10T02:06:14
5761,5175,397,Banks - New Deal,Data Aggregation,413,False,Lost,2021-12-31 00:56:48,
5769,5269,464,Campbell - New Deal,Data Aggregation,447,True,Closed,2021-02-10 16:52:46,2021-02-22T19:28:21
5861,5285,445,Velasquez - New Deal,Data Aggregation,448,False,Lost,2021-08-19 07:25:14,
5913,5310,409,Roach - New Deal,Data Aggregation,498,True,Closed,2021-12-27 07:15:52,2022-01-11T09:29:35
5950,5377,592,Anderson - New Deal,Data Aggregation,377,True,Closed,2021-06-02 18:07:58,2021-06-22T06:05:02
6003,5417,397,Lindsey - New Deal,Data Aggregation,367,True,Closed,2021-09-25 06:25:10,2021-10-19T20:09:50
6076,5493,464,Moore - New Deal,Data Aggregation,407,True,Closed,2021-11-08 12:16:08,2021-11-30T02:29:41
6087,5513,445,Haney - New Deal,Data Aggregation,489,True,Closed,2021-08-05 01:59:17,2021-08-16T03:27:05
6186,5604,397,Terrell - New Deal,Data Aggregation,475,False,Lost,2021-05-17 06:42:28,
6270,5641,592,Parker - New Deal,Data Aggregation,743,True,Closed,2021-08-03 20:40:15,2021-08-19T07:03:37
6318,5722,445,Espinoza - New Deal,Data Aggregation,543,True,Closed,2021-02-10 22:35:40,2021-02-26T16:03:57
6413,5780,397,Curtis - New Deal,Payments,2583,False,Lost,2021-05-19 21:04:45,
6495,5880,397,Collins - New Deal,Data Aggregation,524,True,Closed,2021-05-04 02:16:11,2021-05-16T03:09:03
6580,5949,409,Zimmerman - New Deal,Data Aggregation,466,True,Closed,2021-07-04 15:32:23,2021-07-25T03:20:02
6600,6043,409,Jones - New Deal,Data Aggregation,398,False,Lost,2021-05-19 14:01:47,
6615,6088,592,Harris - New Deal,Data Aggregation,353,False,Lost,2021-03-02 02:19:02,
6712,6132,409,Ruiz - New Deal,Data Aggregation,313,False,Lost,2021-07-25 23:08:16,
6802,6148,409,Wright - New Deal,Data Aggregation,338,True,Closed,2021-03-29 13:53:15,2021-04-02T16:35:13
6880,6165,409,Martin - New Deal,Data Enrichment,382,True,Closed,2021-12-17 04:41:52,2021-12-28T14:33:35
6950,6172,531,Green - New Deal,Data Enrichment,506,False,Lost,2021-02-14 09:47:10,
7003,6217,531,Cook - New Deal,Data Enrichment,344,False,Lost,2021-08-19 03:26:22,
7015,6259,531,Chan - New Deal,Data Aggregation,534,False,Lost,2021-08-13 20:34:20,
7059,6297,464,Wood - New Deal,Data Aggregation,724,False,Lost,2021-09-13 10:47:47,
7064,6316,409,Lowe - New Deal,Payments,1941,False,Lost,2021-06-27 04:20:58,
7109,6328,397,Cruz - New Deal,Payments,583,True,Closed,2021-09-11 14:17:30,2021-10-20T14:58:23
7120,6338,531,Ball - New Deal,Data Enrichment,452,True,Closed,2021-09-28 16:31:36,2021-11-03T08:50:15
7206,6393,397,Pennington - New Deal,Data Aggregation,362,False,Lost,2021-05-22 09:29:38,
7274,6400,397,Moon - New Deal,Data Aggregation,312,True,Closed,2021-05-19 04:16:43,2021-06-04T07:36:08
7330,6483,531,Cummings - New Deal,Payments,1429,False,Lost,2021-06-20 01:51:06,
7368,6500,397,Bates - New Deal,Payments,1109,False,Lost,2021-09-07 06:16:04,
7439,6514,464,Reed - New Deal,Data Aggregation,721,True,Closed,2021-02-12 02:50:54,2021-02-26T06:41:53
7518,6580,531,Peterson - New Deal,Data Aggregation,871,True,Closed,2021-08-20 22:51:18,2021-08-24T07:57:12
7579,6630,445,Sims - New Deal,Data Aggregation,448,True,Closed,2021-12-17 17:58:12,2022-01-05T15:46:04
7651,6699,464,Collier - New Deal,Data Aggregation,403,False,Lost,2021-06-19 15:04:25,
7729,6757,445,Howard - New Deal,Data Enrichment,569,False,Lost,2021-09-27 01:22:54,
7757,6850,531,Hernandez - New Deal,Data Aggregation,934,True,Closed,2021-06-27 22:41:00,2021-07-08T17:07:52
7830,6927,531,Townsend - New Deal,Data Enrichment,441,False,Lost,2021-12-15 17:18:33,
7900,7008,592,Cordova - New Deal,Payments,614,False,Lost,2021-10-10 20:37:19,
7920,7068,445,Fuller - New Deal,Data Aggregation,545,True,Closed,2021-10-25 18:08:35,2021-11-01T05:16:40
7928,7125,464,Dixon - New Deal,Data Enrichment,587,False,Lost,2021-02-21 12:18:59,
8017,7140,531,Mcclain - New Deal,Data Aggregation,734,False,Lost,2021-08-16 02:54:00,
8080,7191,464,Mitchell - New Deal,Data Enrichment,352,False,Lost,2021-09-10 20:47:54,
8133,7209,445,Murphy - New Deal,Payments,1242,False,Lost,2021-12-26 15:22:09,
8139,7246,464,Ross - New Deal,Data Aggregation,548,False,Lost,2021-04-19 11:54:08,
8195,7315,592,Brady - New Deal,Payments,1080,False,Lost,2021-06-27 09:47:26,
8254,7381,409,Mendoza - New Deal,Payments,1687,False,Lost,2021-08-21 06:45:53,
8349,7396,464,Ware - New Deal,Data Aggregation,649,False,Lost,2021-09-16 02:08:13,
8446,7413,464,Montoya - New Deal,Data Aggregation,412,True,Closed,2021-08-07 08:09:30,2021-08-16T03:25:41
8504,7423,464,Taylor - New Deal,Data Enrichment,345,False,Lost,2021-01-14 17:13:34,
8514,7440,409,Barker - New Deal,Data Aggregation,407,True,Closed,2021-06-21 23:35:43,2021-07-17T13:53:42
8540,7534,397,Simon - New Deal,Data Aggregation,477,False,Lost,2021-01-03 01:50:13,
8555,7553,409,Wallace - New Deal,Data Aggregation,730,False,Lost,2021-07-26 21:28:18,
8622,7571,464,Morales - New Deal,Data Aggregation,323,True,Closed,2021-09-07 19:54:30,2021-09-10T03:09:24
8692,7628,592,Spence - New Deal,Data Enrichment,502,True,Closed,2021-02-16 23:56:59,2021-03-07T17:18:55
8775,7694,409,Adams - New Deal,Data Aggregation,808,False,Lost,2021-11-01 03:00:48,
8823,7732,592,Hill - New Deal,Data Enrichment,499,False,Lost,2021-05-23 01:34:40,
8839,7801,445,Smith - New Deal,Data Aggregation,375,False,Lost,2021-11-24 08:17:45,
8861,7837,464,Booker - New Deal,Data Enrichment,300,False,Lost,2021-08-09 06:26:35,
8872,7918,464,Russell - New Deal,Data Aggregation,329,True,Closed,2021-06-25 16:09:26,2021-07-04T08:17:30
8939,7998,464,Camacho - New Deal,Data Aggregation,405,True,Closed,2021-08-09 15:15:21,2021-09-07T05:38:48
9000,8021,531,Carrillo - New Deal,Data Enrichment,377,False,Lost,2021-12-10 01:32:20,
9021,8052,464,Torres - New Deal,Payments,2169,False,Lost,2021-10-05 10:39:31,
9040,8073,531,Velez - New Deal,Data Aggregation,453,False,Lost,2021-01-08 22:16:14,
9112,8083,464,Norman - New Deal,Data Enrichment,325,False,Lost,2021-10-08 18:11:43,
9188,8151,531,Rivera - New Deal,Data Enrichment,327,False,Lost,2021-05-31 18:42:56,
9233,8157,409,Fitzpatrick - New Deal,Data Aggregation,393,True,Closed,2021-06-10 09:52:39,2021-06-21T07:05:47
9271,8253,409,Goodwin - New Deal,Data Aggregation,536,True,Closed,2021-08-09 16:24:01,2021-08-27T03:21:22
9348,8301,409,Vasquez - New Deal,Data Aggregation,403,False,Lost,2021-10-30 02:05:46,
9392,8339,531,Bishop - New Deal,Data Aggregation,647,True,Closed,2021-10-08 16:03:23,2021-10-18T00:05:08
9484,8355,397,Rodriguez - New Deal,Data Enrichment,486,False,Lost,2021-08-30 21:21:17,
9529,8404,592,Johnson - New Deal,Data Aggregation,794,True,Closed,2021-11-29 20:46:53,2021-12-28T04:38:59
9612,8475,531,Rodriguez - New Deal,Data Aggregation,509,True,Closed,2021-01-05 15:36:26,2021-01-16T17:59:25
9686,8485,531,Nichols - New Deal,Data Enrichment,405,False,Lost,2021-08-19 19:32:07,
9717,8524,464,Butler - New Deal,Data Aggregation,306,True,Closed,2021-10-01 17:01:16,2021-10-04T17:17:33
9734,8575,531,Parrish - New Deal,Data Aggregation,535,False,Lost,2021-01-05 02:41:34,
9809,8643,397,Williams - New Deal,Data Aggregation,549,False,Lost,2021-12-09 21:37:01,
9870,8663,531,Hall - New Deal,Data Aggregation,566,False,Lost,2021-09-18 04:04:58,
9960,8728,531,Campbell - New Deal,Payments,1109,True,Closed,2021-11-23 10:23:56,2021-12-21T09:10:09
10015,8808,592,Scott - New Deal,Payments,2505,False,Lost,2021-04-25 04:17:18,
10100,8813,464,Warren - New Deal,Payments,1098,False,Lost,2021-08-31 17:00:58,
10152,8888,531,Conley - New Deal,Data Aggregation,780,False,Lost,2021-01-14 03:29:01,
10242,8927,409,Davis - New Deal,Payments,1317,True,Closed,2021-06-26 11:26:25,2021-07-24T19:29:03
10336,8931,445,Bernard - New Deal,Data Aggregation,413,False,Lost,2021-04-02 01:53:07,
10407,8980,531,Heath - New Deal,Payments,900,True,Closed,2021-11-15 17:17:50,2022-01-01T18:58:41
10490,8997,464,Brown - New Deal,Data Aggregation,307,True,Closed,2021-10-08 17:22:55,2021-10-24T05:07:49
10587,9033,445,Wells - New Deal,Data Aggregation,482,False,Lost,2021-03-14 21:40:57,
10646,9085,409,Dominguez - New Deal,Data Aggregation,713,False,Lost,2021-02-25 11:18:48,
10739,9170,531,Davis - New Deal,Data Aggregation,493,True,Closed,2021-10-09 19:33:09,2021-10-26T01:21:43
10825,9236,397,Haley - New Deal,Data Aggregation,878,True,Closed,2021-12-10 10:48:45,2021-12-18T03:37:01
10851,9331,409,Jenkins - New Deal,Data Aggregation,656,False,Lost,2021-06-11 07:06:15,
10939,9421,592,Wood - New Deal,Payments,946,False,Lost,2021-12-22 14:47:30,
11026,9517,531,Jones - New Deal,Data Aggregation,589,False,Lost,2021-12-19 06:27:28,
11045,9583,464,Hernandez - New Deal,Data Aggregation,358,True,Closed,2021-08-24 08:53:08,2021-08-31T04:00:24
11058,9645,531,Paul - New Deal,Data Enrichment,427,False,Lost,2021-10-07 12:42:32,
11081,9662,445,White - New Deal,Data Aggregation,588,False,Lost,2021-10-10 08:01:29,
11175,9695,397,Morris - New Deal,Data Aggregation,476,False,Lost,2021-04-22 17:44:25,
11210,9719,531,Bennett - New Deal,Data Aggregation,307,False,Lost,2021-07-10 21:11:21,
11223,9794,445,Mason - New Deal,Data Enrichment,345,False,Lost,2021-03-12 05:11:24,
11292,9852,464,Turner - New Deal,Data Enrichment,324,False,Lost,2021-12-18 07:50:02,
11320,9920,409,Gross - New Deal,Payments,798,False,Lost,2021-08-30 22:39:41,
11355,9983,445,Cook - New Deal,Data Aggregation,419,True,Closed,2021-11-18 03:36:41,2021-12-02T01:24:05
11425,9988,531,Braun - New Deal,Data Enrichment,454,False,Lost,2021-08-21 00:54:19,
11521,10013,409,Nelson - New Deal,Data Aggregation,469,False,Lost,2021-03-09 19:08:35,
11593,10074,531,Taylor - New Deal,Data Aggregation,393,True,Closed,2021-03-01 16:51:26,2021-03-10T17:10:44
11632,10097,445,Hunt - New Deal,Data Aggregation,445,False,Lost,2021-01-05 08:36:17,
11715,10194,445,Gross - New Deal,Data Aggregation,639,False,Lost,2021-10-08 11:21:59,
11751,10242,592,Taylor - New Deal,Data Aggregation,434,True,Closed,2021-07-07 12:17:36,2021-07-10T14:00:09
11829,10325,464,Rodgers - New Deal,Data Aggregation,443,True,Closed,2021-10-31 06:34:27,2021-11-09T22:55:15
11924,10339,409,Pacheco - New Deal,Data Aggregation,474,False,Lost,2021-08-21 20:59:04,
11935,10438,397,Love - New Deal,Data Aggregation,352,False,Lost,2021-11-25 12:24:26,
12014,10458,409,Richardson - New Deal,Data Aggregation,398,False,Lost,2021-10-11 21:34:34,
12066,10498,445,Edwards - New Deal,Data Aggregation,474,True,Closed,2021-02-05 06:42:46,2021-02-13T12:22:47
12114,10570,464,Robertson - New Deal,Payments,817,True,Closed,2021-10-03 09:05:32,2021-10-25T09:13:45
12131,10621,409,Myers - New Deal,Data Aggregation,712,True,Closed,2021-11-07 14:16:39,2021-12-02T01:03:53
12148,10680,592,Perkins - New Deal,Data Aggregation,446,True,Closed,2021-09-30 20:37:15,2021-10-18T23:13:32
12201,10750,464,Gomez - New Deal,Payments,660,False,Lost,2021-09-27 04:52:45,
12297,10845,409,Palmer - New Deal,Payments,1540,False,Lost,2021-12-01 03:51:12,
12385,10918,464,Gibson - New Deal,Data Aggregation,512,True,Closed,2021-09-02 19:14:17,2021-09-07T01:40:10
12459,10951,531,Wells - New Deal,Data Aggregation,885,True,Closed,2021-03-21 13:17:49,2021-04-16T21:26:25
12486,10957,464,Boyer - New Deal,Data Aggregation,834,True,Closed,2021-08-14 14:48:02,2021-08-16T15:13:25
12533,10973,531,Robinson - New Deal,Data Aggregation,1281,False,Lost,2021-04-03 02:43:47,
12593,10999,464,Hood - New Deal,Data Enrichment,464,True,Closed,2021-09-05 19:32:12,2021-10-01T16:24:33
12672,11011,409,Campbell - New Deal,Data Aggregation,504,True,Closed,2021-05-07 10:57:03,2021-05-23T14:02:53
12736,11089,409,Pacheco - New Deal,Data Aggregation,617,False,Lost,2021-03-23 16:04:55,
12751,11158,445,Crawford - New Deal,Data Aggregation,829,False,Lost,2021-08-21 18:41:19,
12800,11168,445,Bennett - New Deal,Data Aggregation,656,False,Lost,2021-04-03 17:58:55,
12858,11247,464,Hernandez - New Deal,Data Aggregation,636,False,Lost,2021-09-27 23:20:50,
12937,11286,464,Patton - New Deal,Data Aggregation,308,True,Closed,2021-05-05 02:55:38,2021-05-15T11:26:25
12955,11363,409,Jimenez - New Deal,Data Aggregation,384,True,Closed,2021-03-07 16:00:06,2021-03-18T10:21:59
13029,11448,592,Gentry - New Deal,Data Aggregation,340,True,Closed,2021-02-20 11:37:04,2021-03-01T15:57:40
13090,11516,464,Lopez - New Deal,Data Aggregation,505,False,Lost,2021-03-12 17:00:59,
13140,11538,531,Mathis - New Deal,Data Aggregation,735,False,Lost,2021-12-30 18:09:37,
13184,11595,409,Cox - New Deal,Data Aggregation,300,True,Closed,2021-02-10 11:21:54,2021-02-21T08:38:23
13221,11649,409,Ho - New Deal,Data Aggregation,739,False,Lost,2021-01-30 17:18:36,
13234,11674,531,Cantrell - New Deal,Data Aggregation,635,True,Closed,2021-04-21 08:26:05,2021-05-01T04:18:35
13250,11770,397,Haynes - New Deal,Data Aggregation,597,False,Lost,2021-03-01 15:03:47,
13280,11783,409,Serrano - New Deal,Data Enrichment,346,False,Lost,2021-02-27 17:20:21,
13301,11843,445,Sanchez - New Deal,Data Aggregation,407,False,Lost,2021-11-09 11:51:47,
13345,11942,397,Fischer - New Deal,Payments,1352,True,Closed,2021-12-11 05:56:35,2022-01-15T01:45:37
13372,11975,409,Gutierrez - New Deal,Data Enrichment,363,False,Lost,2021-08-13 03:37:08,
13391,12013,531,Lane - New Deal,Data Aggregation,466,False,Lost,2021-09-17 14:12:50,
13453,12095,531,Valdez - New Deal,Data Aggregation,664,True,Closed,2021-12-20 23:22:14,2021-12-24T20:00:00
13462,12128,397,Potter - New Deal,Data Aggregation,540,False,Lost,2021-11-03 02:33:52,
13533,12158,531,Hall - New Deal,Data Enrichment,303,False,Lost,2021-01-06 14:18:15,
13584,12212,409,Terry - New Deal,Data Enrichment,387,True,Closed,2021-11-11 20:04:12,2021-12-03T19:11:12
13666,12262,531,White - New Deal,Data Aggregation,349,False,Lost,2021-08-22 00:31:01,
13750,12351,464,Duke - New Deal,Data Aggregation,642,False,Lost,2021-05-24 19:54:27,
13797,12364,531,Miranda - New Deal,Payments,1273,True,Closed,2021-11-11 20:26:12,2021-12-28T22:32:51
13885,12432,409,Brown - New Deal,Data Aggregation,512,True,Closed,2021-02-14 15:38:43,2021-02-22T23:36:57
13975,12474,445,Rivera - New Deal,Data Aggregation,573,True,Closed,2021-12-15 18:48:51,2022-01-04T12:38:34
14075,12536,592,Jones - New Deal,Data Enrichment,407,True,Closed,2021-04-05 14:57:22,2021-04-28T07:32:28
14159,12589,464,York - New Deal,Data Aggregation,482,True,Closed,2021-06-11 13:03:41,2021-06-18T03:22:55
14169,12641,464,Fowler - New Deal,Data Enrichment,375,False,Lost,2021-12-30 00:20:21,
14179,12736,445,West - New Deal,Data Aggregation,463,True,Closed,2021-12-19 02:21:07,2021-12-25T21:52:41
14235,12783,531,Romero - New Deal,Data Aggregation,310,False,Lost,2021-12-06 07:01:41,
14262,12883,397,Jordan - New Deal,Data Aggregation,410,True,Closed,2021-07-31 16:47:36,2021-08-22T20:23:19
14275,12939,592,George - New Deal,Payments,669,False,Lost,2021-09-25 07:38:02,
14359,12974,409,Nelson - New Deal,Data Aggregation,328,True,Closed,2021-01-06 22:25:24,2021-02-03T06:39:09
14363,13068,531,Wilson - New Deal,Data Aggregation,471,False,Lost,2021-11-30 21:19:28,
14453,13075,409,Taylor - New Deal,Data Aggregation,608,False,Lost,2021-11-04 11:27:35,
14519,13156,445,Bell - New Deal,Data Aggregation,603,True,Closed,2021-12-10 03:37:41,2021-12-22T09:51:35
14619,13241,445,Carey - New Deal,Data Aggregation,360,True,Closed,2021-05-08 15:07:32,2021-05-24T07:55:38
14670,13251,592,Copeland - New Deal,Payments,3334,True,Closed,2021-12-28 03:38:32,2022-02-02T16:32:10
14701,13341,592,Long - New Deal,Data Aggregation,316,True,Closed,2021-12-05 01:27:46,2021-12-19T22:54:01
14706,13413,397,Walker - New Deal,Data Aggregation,511,True,Closed,2021-09-08 10:21:50,2021-09-17T00:39:00
14747,13487,464,Webb - New Deal,Data Aggregation,919,True,Closed,2021-09-18 16:16:56,2021-09-23T07:11:13
14840,13495,397,Smith - New Deal,Data Enrichment,369,True,Closed,2021-09-11 10:20:26,2021-09-26T03:01:36
14871,13521,464,Gonzalez - New Deal,Payments,1999,False,Lost,2021-07-04 09:57:51,
14915,13543,464,Gonzalez - New Deal,Data Aggregation,505,False,Lost,2021-06-20 02:53:28,
14924,13583,409,Tran - New Deal,Data Aggregation,337,False,Lost,2021-03-24 11:03:37,
14953,13672,464,Serrano - New Deal,Data Aggregation,507,True,Closed,2021-02-28 05:07:03,2021-03-24T06:03:47
14968,13704,464,Johnson - New Deal,Data Aggregation,317,True,Closed,2021-04-07 09:45:16,2021-04-19T16:27:55
